name,mhy_id,story,material,icon,introduction,refine,weapon_type,rarity,attr_add,getting,label
猎人之径,4330, 用白枝制成的饰金猎弓，其中蕴含森林的祝福。长出这种洁白枝条的树，在地上已经很少见了。祝福曾一度被黑血掩盖。但污渍已被水洗净了。追猎漆黑兽群的猎手，她的捕猎似乎永无止境。数夜在朽叶堆下等待，数日埋身于肉块中假寐，只为射出穿透心脏的一箭。然后，寻找新猎物。渐渐地猎手不再担心风将自己的所在传给猎物，不再利用葱色的野花来掩盖自己身为人的气息，因为她散发的气味变得与野兽熟悉的腥臭相近。在成为猎手前，她早已忘记了人的言语。在无止境的追猎中，忘记了时间与日月，忘记了原本许诺她的无边无际的大猎场。连起初找到她、将白枝制成的弓交给她，又使她走上漆黑兽径的盲眼少年，也在心无旁骛的狩猎中被遗忘了。「染血者永远也不能找到，彼方无边际的苍翠猎场。」「不，师父，这个恶兽横行的世界才是我的猎场吧…」在月光投下的净水中，猎手发现，原来自己也不知不觉变成了野兽的模样。循着野兽留下的路径，水影中映出的黑骑士与剑锋，找到了不知所措的她…「不过又是一头需要消灭的魔兽，为水中的月轮所惑罢了。」「真奇怪。有那么一瞬间，我还以为是迷失森林的少女呢…」「继续西行吧。为了正义…为了清算将人歪曲为野兽的罪。」,"['烈日威权的残响*5', '烈日威权的余光*14', '烈日威权的梦想*14', '烈日威权的旧日*6', '失活菌核*23', '休眠菌核*27', '茁壮菌核*41', '褪色红绸*15', '镶边红绸*23', '织金红绸*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75833613/0e8ee7822fc3f5ea9aafb3cff3050cc6_9046847550919521806.png,暂无,暂无,弓,五星,暴击率、元素伤害,祈愿,weapon
原木刀,4440, 「这是来自巴螺迦的故事…」那时丛林还是镀金般闪耀的沙漠，我们也还没从石榴中诞生。曾经有三个朋友。他们像兰拉吉、兰玛哈和兰雅玛那么要好。但是朋友当中有一个回归大地，另外两个朋友也因此决裂了。其中一个，决心要在地上建造理想国，让一切悲伤从此消失；而另一个，则决定散布草木与绿茵，让土地充满智识与幸福。但是最终，王国会崩毁，智慧会歪曲，幸福的定义也会改换。你们会忘记梦，而我们会退缩在梦境当中，忘记日月的转移。即使如此，在沙漠的深处，如同森林王留下足印，你我留下故事，过去友情的痕迹，听说如同化为子种的兰那罗，仍在静静沉睡着。,"['谧林涓露的铜符*3', '谧林涓露的铁符*9', '谧林涓露的银符*9', '谧林涓露的金符*4', '混沌容器*15', '混沌模块*18', '混沌锚栓*27', '褪色红绸*10', '镶边红绸*15', '织金红绸*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75833613/fd6ba0f1c2db8473aece023a6edec48a_1888608505606874212.png,暂无,暂无,单手剑,四星,元素充能效率、元素精通,锻造,weapon
贯月矢,4443, 「这个故事，与所有为月光所迷的孩子们有关…」有时候，当望向唯一一轮明月时，这些孩子们就会像最后的森林王垂死时一样哀恸。又有传说说，如果从森林王的足印中，饮下倒映着圆月的积水，就会成为王的近侍。关于月亮的故事是这样的。这个故事是从很古老很古老的梦里听来的，那个梦隐藏在一朵月莲中。在兰穆护昆达还没有从石榴中降生的很久以前，在高贵美丽的伟大种族与你们的祖先同行的时代，曾经有三个姐妹。每到夜晚，她们就离开珍珠色的宫殿，行走在沙漠里。月莲在她们的脚边开放。……最终有两轮明月碎成了尘埃，消失不见了。姐妹中的最后一人也太过哀恸，不再离开她们的行宫。在很久以后，月亮的碎屑终于落在了地面上。在那时，草木的神已经将森林带到了沙漠的土地上。在月亮的尘埃落下的地方，就开出了月莲。而吸入这些尘埃的孩子们，心中总是有珍珠般的明月。这是总有孩子为月所惑的原因，也是月莲逢夜开放的原因，也是月光总是青睐这些孩子们的原因。因为相互映照的三姐妹，无论何时都渴望着团聚。那朵月莲在说完这个故事之后就凋落了。她等了很久，一直等到沙漠变成丛林，伟大种族被废黜，才等到我们出现在大地上，等到能与她交谈的，将这个故事交给我的那个兰那罗出现在她的面前。那个兰那罗后来又失去了很多很多的记忆，一次又一次，直到桓那兰那被毁灭，我们进入了梦中。但这也无妨，因为月亮的故事会在我们心中、你们心中长成珍珠般的明月。为月亮所迷的孩子望着月亮时会流泪，是因为月亮化成的细沙进入了眼中。在许许多多的故事里，没有一滴眼泪会是白流的。,"['绿洲花园的追忆*3', '绿洲花园的恩惠*9', '绿洲花园的哀思*9', '绿洲花园的真谛*4', '混沌容器*15', '混沌模块*18', '混沌锚栓*27', '新兵的徽记*10', '士官的徽记*15', '尉官的徽记*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/75833613/578afe8ea7f885a9d97eb1f4faaea38d_7370168682020541436.png,暂无,暂无,长柄武器,四星,元素精通、攻击力,锻造,weapon
森林王器,4445, 「很多、很多个月亮以前，森林是一座巨大的迷宫…」末代森林王已经回到了沙恒当中。曾是他的侍者的，则继承了「虎」的名号。在过去，凡有树荫的地方，都是森林王的疆域。而他在自己的领土中漫步时，仰赖丛林而生的飞禽与走兽会在他经过时低低地垂下头颅，以示尊敬与屈从。历代的王都有自己的宫殿：每位森林王继任后，森林就会依照他的形象与梦发生改变。最后的森林王的宫殿隐藏在许多树木与藤蔓构成的藩篱、水流与山崖画成的网格之后，那是月光透过树叶落在静水上，构成的珍珠的圆盘。王就在水边，独享着两倍的月光。而森林的迷宫就是这样来的。传说中，森林王令人目眩的斑纹中，描绘着迷宫的路径。每代王的宫殿交叠在一起，于是树与树之间的小径交错，溪流中断或是产生新的分支，林间的道路就变得越来越复杂。只有森林王、我们兰那罗，还有带着王树瑞佑的人们，能够自在地深入森林王的疆土，在树与树之间、溪流与溪流之间找到自己该走的路途。……后来，末代森林王为了保护森林死去了，森林不再构成新的宫殿，迷宫从此也消失了。或者是漆黑的群兽如同飓风让树木如同麦浪一样倒下。迷宫死去了，森林王也死去了。将这个故事交给我的兰那罗很胆小，唱歌也不乐意让我们听见，总是寻找独处的地方。在一个夜晚，他穿过森林的迷宫，遇到了水中的明月，由此听说了末代森林王的故事。后来水流改变了，明月被冲散了。许多的事物变化了，也有许多的事物从此不再改变。但你们与我一样，就算不曾见过王，也残留着「老虎」是高贵强大的森林王者的印象。,"['谧林涓露的铜符*3', '谧林涓露的铁符*9', '谧林涓露的银符*9', '谧林涓露的金符*4', '混沌容器*15', '混沌模块*18', '混沌锚栓*27', '褪色红绸*10', '镶边红绸*15', '织金红绸*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75833613/881de45b96f658cd4dc2cb41887b658a_4120914496140254122.png,暂无,暂无,双手剑,四星,元素充能效率、元素精通,锻造,weapon
王下近侍,4446, 「很久很久以前，有一名公主，名唤辛娜梦…」「…最后她与老虎一同，远远地离开了宫殿。」但那个故事是你们的故事。在你们的故事中，一切词语都应该有意义。我知道，在你们的故事里，「宫殿」是构成辛娜梦生为人的一切事物：以血联系的其他人、大房子、常识与道理，而王是如同月光一样潜伏在她心中的愿望。对我们来说，宫殿就是宫殿，辛娜梦就是辛娜梦，森林王就是森林王，月光就是月光。我听到的故事和辛娜梦的故事不同。曾经有一个孩子，她迷失在了森林里。循着森林王留下的足印，她来到了老虎的花园。「嗷呜，每一种走兽、每一种飞禽，都曾在我的五脏府中巡礼一番，最后回归大地。」「我是森林的王，杀了许多，保护了许多。唯独只有你这样的小人，我还没品尝过。」老虎这么说。当然了，那孩子当时还没有忘记你们的语言，自然也听不懂王所说的话。「嗷呜。」孩子说。森林王反倒觉得很有趣。往往他一旦开口说话，你们一族的人就会躲进木头的房屋里，走兽伏倒在地上不敢动弹，禽鸟远远地飞向太阳。就连长鬓的威武大猫，也躲进树丛。「嗷呜，不懂礼数的小东西。也好，那就由我来教你森林的道理，还有森林的语言。」「从今往后，你就是我的近侍。森林的宫殿将对你敞开，林中诸兽也不能加害于你。」「记住，这个世界只是森林的梦。有一天你会从现实中醒来，来到无边无际的猎场。」「我们的猎物所前往的地方，我们总有一天也会抵达。这个道理，你永远不要忘记。」…在一代的森林王老去之后，新的王将会替代他。你们、我们，森林中的生命都是这样。这个近侍与王一同老去之前，遇到了同样迷失、不踩碎任何落叶而踏入了宫殿的孩子，并将一切教给了她。如同这个故事传给我一样，那个孩子也将教导传给了之后的孩子。后来，有的孩子成为了森林的守护者，并将森林的语言、保护王土的责任传给更多人，也有人在面对他人的巨大痛苦时，决定告别生涯尽头的猎场，成为令恶兽胆寒的猎手。,"['烈日威权的残响*3', '烈日威权的余光*9', '烈日威权的梦想*9', '烈日威权的旧日*4', '失活菌核*15', '休眠菌核*18', '茁壮菌核*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75833613/d3d10fa92028b6f036c34d52ecee3a20_7523555327997551643.png,暂无,暂无,弓,四星,攻击力、元素精通,锻造,weapon
玛海菈的水色,4792, 传说在千年前，那痴愚之王隐没于沙丘下的时代，在那残破无垠的镀金之地，散落着诸多短寿城邦。这柄大剑正属于舞女玛海菈，她曾是暴君的姬妾，以凛冽无情的剑舞博得君王的宠爱与王子的侧目。衰颓王国的尊贵王者肥胖而自矜，整日以美食、美酒与游猎为乐。如这腐坏时代的所有王者那般，他亦是醉心于征服、毁灭与囤积。当一切沉入黑暗的夜幕，水色的月光安抚着狂躁的王国，一切皆安然入睡，肥胖的暴君承受不住困倦，在仙灵缥缈的歌声中迷蒙睡去，鼾声震响如雷…妩媚的姬妾早已看见毁灭的迹象，便擦亮剑锋，为最后的纱舞做起了准备。年轻的王子早已预见破灭的迹象，便趁夜前来，与忧心忡忡的玛海菈相见。「来自热砂的，终将被热砂掩埋。即使长夜里沙海寒冷如冰，也无法遗忘酷烈滚烫的命运」「如果这是您的决定，那么请您帮我一个忙，请您允许我为那早已沦落的故国做一点小事」「不过一点小小的复仇，即可为你我除去心头大患，沉迷游猎者，将死于他所溺爱的猎鹰」「镇灵母亲曾教会我七重的剑舞，如若是为您取得王座，不必献媚于他人，我也心满意足」就这样，分崩王国的阴谋在床第之间勾勒成型，情人的温柔话语亦是锋利的剑锋，就这样，暴君将以丑陋的方式回归热砂的大地，征服王国与宫闱的伟业终成幻梦。城邦的朝生暮死不过一夕醉梦，其间良人或恶徒，一如麦壳般被无垠的磨盘碾碎。善舞大剑的姬妾最终没能成为王后，活下来讲述这一切的年迈贤臣也失去了双眼。被消磨一切的漩涡抛向沙海的失国者，成了流浪者，成了佣兵，最终被林海淹没…,"['烈日威权的残响*3', '烈日威权的余光*9', '烈日威权的梦想*9', '烈日威权的旧日*4', '混沌容器*15', '混沌模块*18', '混沌锚栓*27', '寻宝鸦印*10', '藏银鸦印*15', '攫金鸦印*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/27/75833613/b2879f7524fa93c08740f7071f83b7c8_746417133740528223.png,暂无,暂无,双手剑,四星,攻击力、元素精通,祈愿,weapon
风信之锋,4855, 导示离乡的旅者自远方归来的信标。无论身居何方，银鹰总会望向长风。苍琅的翎羽在她轻婉的歌声中翩旋，指引归乡之人走向柔风吹拂的彼端。「我不在意你的出身，也不在意你犯下的罪愆。只是…」不得到认可的「少爷」说着，轻轻拭去少女脸上的血污。「当变革之风吹彻全地之时，我希望有你陪伴在身侧。」「猎鹰是我杀的。这件事，就当做是你与我的秘密吧…」正如未来为凶枪挑起的血亲，在雪中看着赤红渐渐变黑，她的心也被她心目中真正的「少爷」，以无形弓矢贯穿。从此，她的一只眼望着身为下仆的自己必须处理的事务，一只眼望着为了他所述说的图景而必须完成的「任务」，梦想着在他身畔——不，就算是在他身后的人群中也好，与真正的「少爷」，一同沐浴那阵自己所不能理解的风。为此，有许多需要拔掉的钉子与榫卯，让大厦倾倒才行…「普莉希拉，你不可以悲伤。因为世间万物皆有其代偿。」「你要记住。假使事情不幸败露，就到望风角燃起狼烟。」「当变革之风吹彻全地之时，你我将是狂岚的先驱者吧。」「是，厄伯哈特少爷。」没错，将血线与职责忘却吧，将分别与思念的心忘却吧。钉子已经不多了。时日已近，往日的光荣之风就要回归。但是…直至家族的鹰犬隐约洞察了事件的经纬，那片帆影也未曾出现在海角。最后她轻轻笑了。她曾为自己的命运不甘，也曾为无数人的命运不甘，然而，此时此刻，当她仰望着那苍白的月光，仰望着那月光般的剑影，在贵族们纷杂的讥笑中，不知为何，她却没有感到丝毫的困顿与訾怨。钉子已经不多了。时日已近，往日的光荣之风就要回归。少爷你将会如同风信鹰一般，指引着狂风吹拂的方向吧。你不要为我感到哀伤。很快，我将要化为千风中的一缕…,"['凛风奔狼的始龀*3', '凛风奔狼的裂齿*9', '凛风奔狼的断牙*9', '凛风奔狼的怀乡*4', '晦暗刻像*15', '夤夜刻像*18', '幽邃刻像*27', '史莱姆凝液*10', '史莱姆清*15', '史莱姆原浆*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/26/75833613/b56960736e190aa95845eae5eb287374_4015355838837067523.png,暂无,暂无,长柄武器,四星,攻击力、元素精通,活动,weapon
流浪的晚星,5017, 那是千年前的旧事，发生于愚妄神王消堙沙暴之后的时代，失去王国的浪客王子遁入了层叠的雨林，被静谧月光包围。怀着征服新天地的希望前来闯荡，却被白弓的女猎手追逐，狼狈的浪客为藤蔓枝条所困，清冷月光下细听猛虎的低吟。「雨林之中行路艰难，凡人只得从碎叶间的夜空辨明前路」「明灭的晚星为浪客指明方向，却也诱他走入致命的陷阱」「深林穿梭的女猎手秉一张白弓，一次次驱逐着不速之客」「伴着苍老的虎啸下达了驱逐的命令，却没伤及他的性命」年老的盲诗人如此复述着浪客王子的经历，声音沙哑。纵使早已失去双眼，却仍然不自觉望向明月旁的晚星。明灭不定的晚星将浪客引向新的希望，却也引向灭亡，多年后，当失去一切的浪客面临死境，不得不做出选择…当「死」的教谕在耳边呢喃，他才真正明晓警告的意义…「你终不属于森林，亦不属于死亡，远离王的宫阙吧」「如果你还珍惜生命与记忆，就不要深入黑暗的险地」「请你不要再重复那些傻话了…」「若流离的宿命将我引向月色的白弓，若晚星昭示着末路」「那么，欣然接受自己的命运，多少也强过死于追逐猎鹰」,"['绿洲花园的追忆*3', '绿洲花园的恩惠*9', '绿洲花园的哀思*9', '绿洲花园的真谛*4', '失活菌核*15', '休眠菌核*18', '茁壮菌核*27', '蕈兽孢子*10', '荧光孢粉*15', '孢囊晶尘*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/27/75833613/b5f48ce0a7de21a6b64d634b28fd4439_2784641002626504821.png,暂无,暂无,法器,四星,攻击力、元素精通,祈愿,weapon
西福斯的月光,5019, 那是千年前的旧事，发生于愚妄神王消堙沙暴之后的时代，凡人的城邦裂土并立，智者汇集的图莱杜拉乃是其中翘楚。城邦遍布着同天空齐色的蓝宝石穹顶，与碧绿温润的花园，神王已死的年代，幸未失落的智慧与繁华闪烁在这座城邦。人们说在这座玉蓝色的城邦，曾有一位名为西福斯的武士，他擅使双刃的长剑，从魔物的利爪下拯救少女，劫夺宝物。据古老的提纳勒人传说，他的剑中寄宿着乖张残忍的镇灵，故而其剑锋因厮杀而明亮，愈是沐浴鲜血愈显月色的光芒。「挚爱的主人，请用那鲜红的果浆饲喂我呀，用深红的美酒取悦我吧」「我的爱意只为您而涌流，正如葡萄藤的女儿为酒客献上血腥的死亡」「只要主人您尚且拥有我的爱，只要月亮尚且照着您永不衰老的面庞」「只要敌手留恋此世，未曾忘却母亲的姓名，您就是全然无敌的战士」后来，受月光镇灵深爱的武士西福斯遭遇了一位异国流亡的浪客，那浪客接受了敌王们血污的银钱，怀揣卑鄙的群王对英雄的嫉恨，就这样，本应成为酒友的两位游侠，却在月光的见证下相互残戮。就这样，红宝石的美酒清洗剑锋，石榴熟透，爆裂出鲜红的洪流…最终，当一切尘埃落定之时，惨白的明月照着胜者，也照着败者。「不管风向哪个方向吹拂，生命的酒杯中亦未曾泛起一丝涟漪」「死去的三女神已将勇士的命运锚定，即使他们无法洞知幽玄」浪客取走月色的长剑，拾起染血的银钱，沉默地向遥远雨林踯躅而去。失去西福斯守护的蓝宝石城邦亦就此褪色，在之后的年岁中迅速沦亡。城池与命运都被磨成砂砾，砂原之风又将一切磨成不可视的细碎沙流。被托付给年幼王子的复国命运与黑色钥匙，最终都沉入了流沙的怀抱…,"['谧林涓露的铜符*3', '谧林涓露的铁符*9', '谧林涓露的银符*9', '谧林涓露的金符*4', '破缺棱晶*15', '混浊棱晶*18', '辉光棱晶*27', '褪色红绸*10', '镶边红绸\t*15', '织金红绸*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/75833613/0588b3acc33fe683a499ede1fd154358_1475750523378583293.png,暂无,暂无,单手剑,四星,元素充能效率、元素精通,祈愿,weapon
圣显之钥,5018, 这是沙之王的梦想如泡沫破裂，草木的主宰将魔天的低语埋藏后的故事。衰败的齿轮将庞大的神国分解成诸多王国，又规律地将它们都碾成砂砾。一位王后将幼子饰金的罩袍与头冠烧毁，让他穿着奴仆的粗麻布衣逃走；多年后，让他沦为奴隶市场商品的王者之子，又沦为失去一切的流浪者。「我还能为蜃气楼上的日出流泪时，曾在霸主座下献策，随他碾碎了诸多城国。」「我曾在先王之子诞生时祝福他：即使在他死后，称颂他的诗歌也会继续流传…」「过去我看错了一些人与事。作为命运的惩罚，现在的我已经什么也看不见了。」「你当我的徒弟吧。当我的眼睛，为我描述饰金的砂原上，究竟有什么人与事。」「希望有一日，能将英雄的诗编成神的宫殿中最美丽的挂毯…」金币在手与手之间往来时会受损，血脉高贵的物件却在易主时变得强壮。他最后的物主是盲眼的诗人。后来故事又从主仆的故事成了师徒的故事。「别离时，母亲曾经告诉我。我们一定会在永恒的绿洲相会…」「以这剑为乐园门扉的密钥，在翠玉与石榴间重新建立王国。」老诗人聆听着贵种流离的故事，抚摸着无锋黑剑的轮廓。他最终回应道：「师徒的因缘就到此为止。我不过是你的史诗中微不足道的一节罢了。」「师父…」「西福斯，我等诗人的命运并不属于你。不应由你谱写他人的故事——」「你是获得镇灵青睐的人。你是手持圣显之钥，一度失去国土的王子。」 「在衰败的王国间流浪吧。你一定能带来新的神话，找到永恒的绿洲…」「我为霸王写颂歌、为王子写情诗的时代，曾幻想为命运的主角写作。」「你与母亲相会，将沙之王的光荣带回王国的史诗，就由我来述说吧…」最后，由奴隶变成英雄的王储、由王座上跌落的佣兵，二人的路途交错…传说曾经号令砂砾构成空中的河流，在沙之王与故友分别后将故乡封锁，在泡沫破灭、邦国棋布后，将沙上楼阁、梦想乐园藏匿在蜃气中的钥匙，它曾如同钱币在人的霸主与王手中流转，最终也回到了流沙的怀抱之中。而老迈的盲眼诗人追随者故事的痕迹与血涂的足印，最终来到了森林中…,"['谧林涓露的铜符*5', '谧林涓露的铁符*14', '谧林涓露的银符*14', '谧林涓露的金符*6', '破缺棱晶*23', '混浊棱晶*27', '辉光棱晶*41', '褪色红绸*15', '镶边红绸\t*23', '织金红绸*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/75833613/17063cbff7f8f01b9c5a45cb6f0f0bff_152247890090555758.png,暂无,暂无,单手剑,五星,元素精通、生命值,祈愿,weapon
赤沙之杖,4794, 首先创造了日月。如此便有了白昼与黑夜。她曾以我已经忘却的语言描述三轮明月的夜空，那月轮之数便应当为三。但愿世界的影子苏醒时，她们能在大地上投下珍珠色的微光。人们便能循着夜幕中沙丘镀银的轮廓寻得宿命的终点。接下来创造重量。如此砂土便沉下，形成了大地。而没有重量的便是天空。我规定:应当仰赖土地，但是梦想深空。重量不应当过大。否则土地便会捆缚人的双脚，使人走不远，不能向四方八方开拓;使人飞不高，不能向未来探求。接着再次设立七贤僧，由他们治理地、水与诸星描绘的轨迹。即便天球只是幻造之物，仰望星月时常常有神话诞生。在原本的世界，藩篱曾被撕毁，黯色的毒曾渗入大地。为了愈疗那个脆弱可悲不完美的世界，长钉降下，贯穿地壳。但是，我所设定的规律要更优美、更精密，所以没有必要。也不应当有追随她的人为此枉死，不应有诗文因此失落。然后应当隔绝毒药传来的兽径，因为服毒是比天空更深的罪。但是低语是多么甜美。其中述说的智慧又是多么鲜明…新的世界里悄悄吹起了风。珍珠色的月光、琥珀色的余晖、草的浪潮与水的根系渐渐不再沉默，吟唱她留下的诗文。……摘除七之轮转，因为深秘的叙事会被阻断。摘除恐惧与哀伤，因此要消除生死的隔阂。摘除日月与重量，因为不应有时空的藩篱。摘除规定、裁决、施恩的原初之理，这样她便不会为同族所受的责罚而害怕。摘除飞禽、走兽、游鱼，龙与人，其数为七的僧王，这样谁都无法窃取智慧。……「在隐秘的梦中，沙王只身一人静静睡着，描绘新的定理。」「在王的梦中不必饮下一滴盐水。新世界中一切都是善的。」……如此便能抵达完美。我看见了，三人再度在乐园中论道的图景。已经很近了。这样很好。我明白了。原来这才是我所想要的。我要找回的不是众生的乐园。一切机教、七之贤僧的戏仿、所谓剥离了悲伤的纯净世界，这些都无所谓了…只是，唯独我误服下的毒，不应该留在这个世界。不知她能否念旧友之情————就算，不是为了我，也没关系。为了我们共同的挚友，最后帮我一个忙…,"['绿洲花园的追忆*5', '绿洲花园的恩惠*14', '绿洲花园的哀思*14', '绿洲花园的真谛*6', '混沌容器*23', '混沌模块*27', '混沌锚栓*41', '蕈兽孢子*15', '荧光孢粉*23', '孢囊晶尘*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/26/75833613/7f9ee064dcc47590ba377625009a3f84_5874399182384997150.png,暂无,暂无,长柄武器,五星,攻击力、暴击率,祈愿,weapon
竭泽,4437, 曾有潺潺的流水流入黄沙之中，但那是很久以前的事情了。后来伟大者循着地鸣与天命进入沙漠，最终生还者却无几。原本在高原上巨大的湖泊中如箭头一般笔直射穿空间的鱼，它曾如长枪一般笔直，循着圣迹沿洄，溪流渐渐渗入沙中，湖泽退缩成水洼，最终只得在水洼中蜷曲身体，结果成为了朝圣之人的猎获。这个故事告诉我们的道理是：只要虔心向善，即使是在沙海中央也能得到鱼。,"['烈日威权的残响*3', '烈日威权的余光*9', '烈日威权的梦想*9', '烈日威权的旧日*4', '失活菌核*15', '休眠菌核*18', '茁壮菌核*27', '蕈兽孢子*10', '荧光孢粉*15', '孢囊晶尘*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/75833613/309f2eeac9f89fbcad57cdfa6e70b193_1880593930919834126.png,暂无,暂无,弓,四星,元素充能效率,商店,weapon
盈满之实,4444, 「其实，月亮并不总是如同珍珠一样圆… 」那是很久很久以前的，非常可怕的故事。所幸那只是故事，并不是我的记忆，也不是你的记忆。月亮曾经变成了尖牙的形状、狞笑的形状，月光也不再穿过树叶撒在草地上，将露珠变成珍珠。树木如同被风吹倒的麦浪一样倒下。大地上充满了许多的悲伤。那些悲伤如此庞大、如此浓厚，连溪水都变成了盐与铁的味道。创造我们的千树之王将森林交给我们，于是我们与漆黑的野兽、钢铁的巨人，还有无留陀战斗。她与许多森林的孩子进入了沙漠，烧毁祸患的根、折断灾厄的枝，最终能回到树荫下的却很少。我们失去了桓那兰那，许多兰那罗过早地回归了大地。就连最终得来的故事，也是苦涩的故事。但是我们最终战胜了灾厄，即使在深邃的沙海当中依然有莲花绽开。曾创造我们的她，在沙漠中又创造了新的生灵，来填补地心的空洞。……就算是再苦涩的故事，其中也有勇气、具有力量。就算故事始终不如「记忆」强大，也有力量。你交给我的，与我们一同冒险的故事，我会珍惜。当月亮再度异变时，它们就会替你保护森林。,"['绿洲花园的追忆*3', '绿洲花园的恩惠*9', '绿洲花园的哀思*9', '绿洲花园的真谛*4', '晦暗刻像*15', '夤夜刻像*18', '幽邃刻像*27', '蕈兽孢子*10', '荧光孢粉*15', '孢囊晶尘*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/75833613/789a0c301fd928969ac55776a30ec2d1_1756473021548622532.png,暂无,暂无,法器,四星,元素充能效率、元素精通,锻造,weapon
笼钓瓶一心,4201, 受冠「一心」之名的血色长刀，刃锋极利，拥有不祥的色泽。据说能够将多孔的竹笼，连同其内未及泄出的清水一斩两半。世人常言说，刀剑之内，自茎到切先都有神灵寄宿，那么「祟神」所造刀中，住的自然是怨恨的恶鬼吧…赤红的名刀「笼钓瓶」，出自未能成为惣领的刀工赤目兼长之手。然而，这柄刀并非来自稻光与玉钢之国，而是在雪原的北国锻成。月光下细观，妖红的锻纹在刀身流淌如水，仿佛离乡流人的血泪。「所谓『祟神』本是大邪之物，其中蓄积对浮世愿景的憎恨。」「刀剑是大凶之器，非邪祟不能主焚戮，非怨憎不能明血色。」「所谓『一心』乃抛却冗余念想，为纯粹的目的而锻打不辍。」「也即，以对活物的怨憎为原料，锻造真正能斩落活物的剑。」怀着对「一心」的狂热执念，赤目一门始终追逐「斩人剑」所能达到的终极。因此，其门下多为孤僻短寿之人，周身与心中皆是大毒物所留下的刻疮印痕。赤目门人所锻炼之腰物因此虽锐利，却多有魔性，最终被官家评为「不良」。是故，赤目刀锻冶实长的「一心传」惣领之职并未下传三代，便为官家所夺。再后来，赤目兼长为倾奇者之案波及，犯下了大逆之罪，由此改易改姓远走雪国，方在冰冷的明威之下谋得生路。亡人枫原只望能教「一心传」得获为刀所醉者的大喝彩，但刀工亦是刀，「 祟神」亦是刀，都只不过是为人所用的器物、名号罢了…「为这『一心』的虚名蹉跎半生，待到如愿，我竟也成了一个『枫原』！」「哈哈，也罢，也罢了。只希望冰霜淬出的剑，不会像这虛名一般软弱…」枫原一族博闻强识，作品最具真砂丸风骨；丹羽一族宅心仁厚，以烧刃见长。怀着对「一心」的狂热执念，赤目一门始终追逐「斩人剑」所能达到的终极。薄葬雪原时，亡人只期望名刀一本、枫原之名能顺利抵返故里，为人所惊叹…,"['今昔剧画之恶尉*3', '今昔剧画之虎啮*9', '今昔剧画之一角*9', '今昔剧画之鬼人*4', '晦暗刻像*15', '夤夜刻像*18', '幽邃刻像*27', '浮游干核*10', '浮游幽核*15', '浮游晶化核*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2022/07/12/75833613/680747c67b82c468a6f7d52729d55ab2_2604332460683105535.png,暂无,暂无,单手剑,四星,攻击力,活动,weapon
